1.1.Vive en Otuzco;2.1.Paz;2.2.Grandeza;2.3.Consuelo;2.4.Belleza;2.5.Misterio;2.6.Tradición;2.7.Fiesta;2.8.Sitios;2.9.Compartir;2.10.Curiosidad;2.11.Conocer;2.12.Vacaciones;2.13.Acompañar;2.14.Escapar;2.15.Estrés;2.16.Aburrimiento;2.17.Fe;2.18.Atmósfera;2.19.Cumplir deseo;2.20.Respeto;2.21.Redención;2.22.Artículos;2.23.Productos;3.1.Satisfaccion;4.1.Volver;4.2.Recomendar;4.3.Positivo;5.Nacionalidad;6.Sexo;7.Estado Civil;8.Edad;9.Formación;10.Profesión;11.Con quien;12.Veces;13.Gasto;14.Ingresos
2;5;5;5;5;4;5;4;5;5;2;4;4;5;2;2;2;5;3;3;5;4;2;2;5;5;5;5;1;2;1;2;2;4;3;3;4;1
2;3;5;4;5;5;3;5;3;3;1;4;2;5;3;3;1;3;4;5;4;4;2;2;5;5;5;5;1;2;2;2;3;4;2;1;2;2
2;5;5;4;5;4;5;5;5;4;3;4;3;4;2;2;3;4;5;4;5;2;3;3;5;5;5;4;1;1;2;5;2;4;2;4;5;1
2;4;5;5;4;4;3;5;4;4;3;4;3;4;2;2;2;5;5;5;5;3;3;3;5;5;5;5;1;2;1;4;3;4;3;2;2;2
2;4;5;5;5;5;4;4;5;1;2;3;3;4;2;2;1;5;5;2;5;3;2;2;5;5;5;5;1;2;1;3;3;4;3;4;2;2
2;5;3;4;5;3;5;4;3;2;3;3;3;4;3;4;3;4;5;3;5;2;3;3;5;5;5;5;1;2;2;5;3;4;4;4;5;3
2;4;5;3;4;4;4;3;5;3;1;5;5;4;2;2;2;5;5;4;4;3;2;2;5;5;5;5;1;2;1;2;3;4;2;4;3;2
2;4;4;4;4;2;3;3;3;3;4;5;2;5;3;3;3;5;4;3;5;2;2;2;5;5;5;5;1;2;2;3;3;4;4;2;3;3
2;5;4;3;4;3;5;5;4;5;3;5;3;4;3;3;3;5;4;2;4;3;2;2;5;5;5;5;1;2;1;2;2;4;3;4;4;3
2;5;4;4;4;5;4;2;5;4;3;4;3;4;2;2;2;5;4;4;4;2;3;3;5;5;5;5;1;1;1;3;3;4;3;3;3;2
2;4;4;4;3;4;2;4;4;4;2;5;2;5;1;1;2;4;3;2;4;3;4;4;5;5;5;5;1;1;1;4;2;4;2;4;2;5
2;4;5;4;4;4;3;5;4;4;3;5;2;5;3;3;2;3;4;3;4;1;4;4;5;5;5;5;1;1;2;3;2;4;2;4;2;4
2;5;5;5;5;4;2;3;5;5;2;5;4;5;2;2;3;3;4;2;5;1;4;4;5;5;5;5;1;1;1;2;2;4;2;4;4;4
2;4;5;3;5;5;2;3;5;4;4;5;5;5;3;3;1;3;4;4;4;3;3;3;5;5;5;5;1;2;2;2;3;4;2;4;4;3
2;5;5;4;5;5;5;4;3;3;2;4;4;3;2;2;1;5;5;4;5;2;3;3;5;5;5;5;1;2;1;3;2;4;2;4;5;5
2;5;5;5;3;5;4;2;5;3;2;4;5;3;1;1;1;5;4;5;4;3;2;2;5;5;5;5;1;2;1;4;2;4;2;4;5;4
2;5;5;5;5;3;3;3;3;3;1;4;2;5;1;1;1;5;5;5;5;5;4;4;5;5;5;5;1;2;1;2;3;4;2;4;6;3
2;5;5;5;5;4;5;4;4;3;2;4;3;4;2;1;1;4;4;3;5;2;4;4;5;5;5;5;1;2;1;2;3;4;3;4;4;2
2;5;5;5;4;4;5;5;4;4;4;5;4;4;3;3;3;4;5;5;5;5;5;5;5;5;5;5;1;1;2;4;3;4;2;4;6;4
2;5;5;5;4;3;4;4;3;3;2;4;3;4;3;2;3;5;5;5;5;5;4;4;5;5;5;5;1;2;3;4;4;4;2;4;6;5
2;4;4;5;4;4;5;5;3;5;4;5;4;4;3;3;3;4;5;5;5;5;5;5;5;5;5;5;1;1;2;4;3;4;2;4;6;4
2;5;5;5;5;3;4;4;3;3;3;4;3;4;3;2;3;5;5;5;5;5;4;4;5;5;5;5;1;2;3;4;4;4;2;4;6;5
2;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;4;4;4;4;4;2;2;4;4;4;4;1;2;3;4;3;4;2;4;4;4
2;5;4;4;4;4;4;4;3;3;2;5;2;5;2;2;2;4;4;5;5;2;3;3;5;5;5;5;1;2;1;2;2;4;2;4;3;1
2;5;5;5;5;5;4;4;3;4;2;3;2;5;2;2;2;5;5;4;5;4;3;4;5;5;5;5;1;2;2;4;2;4;2;4;3;2
2;4;4;4;5;4;3;3;3;2;2;5;4;5;2;2;2;3;3;4;4;2;3;3;5;4;4;4;1;2;1;2;2;4;2;2;4;2
2;5;5;4;3;5;4;3;4;2;2;5;2;5;2;2;2;4;4;5;4;3;3;3;5;5;5;5;1;1;3;3;3;4;2;4;5;2
2;3;5;3;5;4;4;5;4;5;2;5;4;4;2;3;1;4;4;3;5;3;2;2;5;5;5;5;1;2;3;3;3;4;4;4;5;3
2;4;5;3;5;5;4;4;5;2;2;5;5;5;4;1;1;4;3;5;5;2;3;3;5;5;5;5;1;1;1;2;3;4;2;4;3;1
2;5;5;5;5;5;3;5;5;2;1;5;2;2;3;2;1;5;4;4;5;2;4;4;5;5;5;5;1;1;3;2;3;4;4;3;5;2
2;5;4;5;5;3;4;3;3;2;3;5;2;4;4;2;3;5;5;3;5;2;5;5;5;5;5;5;1;1;1;3;2;4;1;4;2;2
2;4;5;4;4;3;4;2;3;3;1;4;3;3;3;5;3;4;5;4;5;2;4;4;5;5;5;5;1;2;2;5;3;4;2;3;5;2
2;2;5;5;5;4;2;2;3;2;1;4;1;3;4;2;2;2;5;5;5;4;5;5;5;5;5;5;1;2;2;3;3;4;4;4;5;2
2;3;5;5;4;5;4;2;3;2;2;4;2;4;1;3;2;4;4;2;5;4;3;3;5;5;5;5;1;2;1;2;3;4;2;4;3;1
2;4;4;3;3;3;2;5;2;2;2;5;5;5;2;4;2;4;3;3;4;4;2;2;5;5;5;5;1;1;1;3;4;4;2;4;5;2
2;5;3;5;5;3;4;5;4;4;1;4;5;5;2;4;2;3;4;4;4;3;5;5;3;3;2;4;1;2;2;2;3;4;2;3;4;1
2;5;5;4;5;3;3;3;5;4;2;3;5;4;3;3;2;4;4;4;5;2;3;3;5;5;5;5;1;2;1;4;3;4;2;4;6;2
2;5;5;5;5;4;5;3;5;3;1;5;3;4;1;2;1;4;4;4;5;2;5;5;5;5;5;5;1;1;2;5;3;4;3;4;5;3
2;4;5;5;5;5;3;3;2;3;2;4;3;4;2;2;1;5;4;3;4;3;3;3;5;5;5;5;1;2;2;4;3;4;3;4;5;2
2;3;5;5;3;5;4;3;3;3;1;5;3;4;2;4;1;4;4;3;4;4;3;3;5;5;5;5;1;2;1;3;3;4;3;4;5;2
2;3;5;5;3;5;3;4;3;2;1;4;4;4;2;3;2;4;5;5;5;3;4;4;4;5;5;5;1;1;2;3;3;4;2;4;4;2
2;5;5;3;5;5;4;5;3;3;1;4;5;5;3;2;1;4;4;5;4;2;5;5;5;5;5;5;1;2;2;4;2;4;2;3;4;2
2;4;5;4;4;5;4;4;4;5;1;4;4;5;4;2;1;5;3;5;5;2;5;5;5;5;5;5;1;2;1;3;3;4;2;2;2;2
2;5;5;5;4;2;3;4;4;4;2;3;4;5;3;3;1;4;4;5;4;5;3;3;5;5;5;5;1;2;1;2;2;4;1;4;3;2
2;5;5;5;4;5;4;2;5;2;3;5;4;3;2;4;2;5;5;4;5;2;2;2;5;5;5;5;1;1;3;2;2;4;2;4;2;2
2;5;5;4;4;5;1;3;5;2;2;5;4;5;3;3;2;5;4;5;4;5;4;4;5;5;5;5;1;1;3;2;2;4;2;4;2;1
2;5;3;3;5;4;1;3;3;3;2;4;5;5;1;3;3;5;3;3;5;3;5;5;5;5;5;5;1;2;3;2;3;4;2;1;3;2
2;4;5;3;3;3;4;3;3;3;3;4;5;5;1;4;1;4;5;4;5;2;5;5;5;5;5;5;1;1;1;4;2;4;2;4;6;2
2;5;5;5;5;4;3;3;3;5;3;3;2;4;3;2;2;5;4;5;4;4;5;5;5;5;5;5;1;1;1;2;2;4;2;4;6;2
2;4;5;5;5;5;4;4;5;1;2;3;3;4;2;2;1;5;5;2;5;3;2;2;5;5;5;5;1;2;1;3;3;4;3;4;2;2
2;4;3;4;5;3;5;4;3;2;3;3;3;4;3;4;3;4;5;3;5;2;3;3;5;5;5;5;1;2;2;5;3;4;4;4;5;3
2;4;5;3;4;4;4;3;5;3;1;5;5;4;2;2;2;5;5;4;4;3;2;2;5;5;5;5;1;2;1;2;3;4;2;4;3;2
2;4;4;4;4;2;3;3;3;3;4;5;2;5;3;3;3;5;4;3;5;2;2;2;5;5;5;5;1;2;2;3;3;4;4;2;3;3
2;5;5;3;4;3;5;5;4;5;3;5;3;4;3;3;3;5;4;2;4;3;2;2;5;5;5;5;1;2;1;2;2;4;3;4;4;3
2;4;4;4;4;5;4;2;5;4;3;4;3;4;2;2;2;5;4;4;4;2;3;3;5;5;5;5;1;1;1;3;3;4;3;3;3;2
2;4;4;4;3;4;2;4;4;4;2;5;2;5;1;1;2;4;3;2;4;3;4;4;5;5;5;5;1;1;1;4;2;4;2;4;2;5
2;4;5;4;4;4;3;5;4;4;3;5;2;5;3;3;2;3;4;3;4;1;4;4;5;5;5;5;1;1;2;3;2;4;2;4;2;4
2;5;4;5;5;4;2;3;5;5;2;5;4;5;2;2;3;3;4;2;5;1;4;4;5;5;5;5;1;1;1;2;2;4;2;4;4;4
2;4;5;3;5;5;2;3;5;4;4;5;5;5;3;3;1;3;4;4;4;3;3;3;5;5;5;5;1;2;2;2;3;4;2;4;4;3
2;5;5;4;5;5;5;4;3;3;2;4;4;3;2;2;1;5;5;4;5;2;3;3;5;5;5;5;1;2;1;3;2;4;2;4;5;5
2;3;4;4;3;4;4;2;5;3;2;4;5;3;1;1;1;5;4;5;4;3;2;2;5;5;5;5;1;2;1;4;2;4;2;4;5;4
2;5;4;3;3;3;2;5;2;2;2;5;5;5;2;4;2;4;3;3;4;4;2;2;5;5;5;5;1;1;1;3;4;4;2;4;5;2
2;5;3;5;5;3;4;5;4;4;1;4;5;5;2;4;2;3;4;4;4;3;5;5;3;3;2;4;1;2;2;2;3;4;2;3;4;1
2;5;5;4;5;3;3;3;5;4;2;3;5;4;3;3;2;4;4;4;5;2;3;3;5;5;5;5;1;2;1;4;3;4;2;4;6;2
2;5;5;5;5;4;5;3;5;3;1;5;3;4;1;2;1;4;4;4;5;2;5;5;5;5;5;5;1;1;2;5;3;4;3;4;5;3
2;4;5;5;5;5;3;3;2;3;2;4;3;4;2;2;1;5;4;3;4;3;3;3;5;5;5;5;1;2;2;4;3;4;3;4;5;2
2;3;5;5;3;5;4;3;3;3;1;5;3;4;2;4;1;4;4;3;4;4;3;3;5;5;5;5;1;2;1;3;3;4;3;4;5;2
2;3;5;5;3;5;3;4;3;2;1;4;4;4;2;3;2;4;5;5;5;3;4;4;4;5;5;5;1;1;2;3;3;4;2;4;4;2
2;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;5;5;5;5;5;4;4;5;5;5;5;1;1;1;3;1;4;2;4;5;2
2;5;5;5;5;5;4;4;5;3;4;4;2;4;5;4;4;5;4;5;5;5;4;4;5;4;5;5;1;1;1;4;2;4;3;2;3;3
2;5;5;5;5;5;5;5;5;3;2;2;2;3;3;4;4;4;4;4;5;5;5;5;5;5;5;5;1;1;2;4;2;4;4;4;1;3
2;5;5;5;5;5;5;5;4;4;4;5;4;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;1;2;3;4;3;4;3;3;2;2
2;5;4;5;5;5;5;5;4;4;4;5;4;3;4;5;5;5;5;5;5;3;5;5;3;4;4;4;1;2;1;3;3;4;3;1;4;3
2;5;5;5;5;4;5;4;5;5;4;3;3;5;4;4;4;5;5;5;4;4;4;5;5;2;2;5;1;2;3;4;2;4;2;4;6;2
2;5;5;5;5;5;4;5;5;5;5;5;5;5;5;4;5;5;3;4;5;5;4;5;5;5;5;5;1;2;1;2;3;4;2;4;4;3
2;5;5;5;5;5;5;4;5;5;5;3;2;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;1;1;2;5;2;4;2;4;4;3
2;3;4;4;5;5;3;5;3;3;1;4;2;5;3;3;1;3;4;5;4;4;2;2;5;5;5;5;1;2;2;2;3;4;2;1;2;2
2;4;5;4;4;4;4;5;5;4;3;4;3;4;2;2;3;4;5;4;5;2;3;3;5;5;5;4;1;2;2;4;2;4;2;4;5;1
2;5;5;5;5;4;3;5;4;4;3;4;3;4;2;2;2;5;5;5;5;3;3;3;5;5;5;5;1;1;1;4;3;4;3;2;2;2
2;5;4;5;5;5;4;4;5;1;2;3;3;4;2;2;1;5;5;2;5;3;2;2;5;5;5;5;1;1;1;3;3;4;3;4;2;2
2;4;3;4;5;3;4;4;3;2;3;3;3;4;3;4;3;4;5;3;5;2;3;3;5;5;5;5;1;2;2;5;3;4;4;4;5;3
2;5;5;3;5;4;4;3;5;3;1;5;5;4;2;2;2;5;5;4;4;3;2;2;4;4;4;4;1;2;1;2;3;4;2;4;3;2
2;5;5;4;4;2;3;3;3;3;4;5;2;5;3;3;3;5;4;3;5;2;2;2;5;5;5;5;1;1;2;3;3;4;4;2;3;3
2;4;4;3;4;3;5;5;4;5;3;5;3;4;3;3;3;5;4;2;4;3;2;2;4;4;4;4;1;1;1;2;2;4;3;4;4;3
;4;4;4;4;5;4;2;5;4;3;4;3;4;2;2;2;5;4;4;4;2;3;3;5;5;5;5;1;1;1;3;3;4;3;3;3;2
2;5;5;3;4;3;3;5;5;1;3;4;3;5;2;2;1;4;5;4;5;3;3;3;5;5;5;5;1;2;1;4;2;3;1;4;2;2
2;4;4;5;5;5;4;4;4;4;2;3;3;4;3;4;1;3;5;3;4;2;4;4;5;5;5;5;1;1;1;2;3;3;4;4;5;3
2;3;3;4;5;3;4;4;4;3;2;5;4;5;3;3;3;5;4;3;5;3;3;3;5;5;5;5;1;2;3;3;3;3;2;4;6;3
2;4;4;3;4;5;3;4;5;4;3;5;4;5;3;2;2;5;4;5;5;4;4;4;5;5;5;5;1;1;1;6;2;3;1;4;6;3
2;5;5;5;5;4;3;4;5;5;2;5;5;3;2;2;2;3;3;3;4;3;2;2;5;5;5;5;1;1;1;3;3;3;3;2;6;2
2;4;5;3;5;2;3;3;4;3;2;4;2;4;1;1;2;3;5;3;5;3;2;2;5;5;5;5;1;2;1;3;3;3;2;4;5;3
2;5;5;4;4;5;3;3;4;5;3;5;3;5;3;3;2;3;5;3;4;3;3;3;5;5;5;5;1;2;2;5;2;3;2;4;6;2
2;3;4;4;3;5;4;3;5;4;1;4;3;4;3;3;3;5;4;5;5;3;5;5;5;5;5;5;1;2;1;4;3;3;2;4;3;4
2;5;5;4;3;2;3;5;5;3;2;2;2;4;4;4;2;5;3;3;4;2;3;3;5;5;5;5;1;1;1;3;2;3;2;4;5;5
2;4;5;4;4;3;2;2;3;4;2;2;4;3;4;4;5;4;3;4;2;5;3;3;4;5;5;5;1;1;2;6;2;3;2;4;6;5
2;5;5;5;5;5;4;3;3;2;2;5;3;5;2;3;1;4;3;5;5;4;3;3;5;5;5;5;1;2;1;3;2;3;2;4;5;4
2;4;5;5;5;5;3;5;3;2;2;4;2;5;2;2;1;4;5;5;5;4;3;3;5;5;5;5;1;2;1;2;2;3;2;4;3;4
2;4;5;5;5;5;4;3;5;4;2;4;1;2;2;2;2;4;3;4;4;2;5;5;5;5;5;5;1;1;1;5;3;3;2;2;3;4
2;5;5;5;5;5;4;4;4;3;3;4;3;4;1;2;1;4;4;5;5;2;3;3;5;5;5;5;1;1;2;6;2;3;4;4;6;4
2;5;5;5;5;5;5;3;3;3;3;5;5;5;2;2;2;5;5;5;5;5;4;4;5;5;5;5;1;2;2;5;3;3;2;4;6;4
2;5;5;5;5;5;5;5;4;3;3;4;5;5;5;3;3;3;4;4;4;3;3;3;5;5;5;5;1;1;1;2;1;3;2;3;3;4
2;5;5;5;5;1;5;3;2;2;5;5;1;5;5;5;5;5;4;5;5;3;4;4;5;5;5;5;1;2;1;3;3;3;3;2;3;3
2;4;5;5;5;3;3;3;4;5;5;5;4;4;4;3;3;5;5;5;5;4;3;3;5;5;5;5;1;1;3;4;2;3;3;4;5;4
2;4;5;5;4;4;3;4;3;5;5;5;3;4;4;5;5;5;4;5;4;4;3;3;5;5;5;5;1;1;1;3;2;3;3;4;5;4
2;4;5;4;5;2;5;4;2;2;5;5;1;5;5;5;5;5;4;5;5;3;4;4;5;5;5;5;1;2;1;3;3;3;3;2;3;3
2;5;5;5;5;3;3;3;4;4;4;4;4;4;4;3;3;5;5;5;5;4;3;3;5;5;5;5;1;1;3;4;2;3;3;4;5;4
2;4;5;5;4;3;3;4;3;4;4;4;3;4;4;5;5;5;4;5;4;4;3;3;4;4;4;4;1;1;1;3;2;3;3;4;5;4
2;5;5;5;5;5;5;3;5;4;3;5;4;5;2;2;2;1;4;4;5;2;4;4;5;5;5;5;1;1;2;4;2;3;2;4;6;2
2;3;4;4;5;2;4;5;2;2;1;5;3;5;5;5;2;3;5;4;5;2;5;5;5;5;5;5;1;2;3;4;3;3;2;4;6;2
2;4;4;5;3;5;3;2;3;2;1;5;4;2;2;3;1;4;3;2;5;2;4;4;5;5;5;5;1;1;1;2;3;3;1;1;6;2
2;4;5;5;5;5;2;3;3;3;4;3;2;4;3;2;1;5;4;3;5;2;4;4;5;5;5;5;1;1;1;5;3;3;1;4;4;2
2;3;5;5;3;5;2;3;2;3;2;3;2;5;3;2;3;4;4;2;5;4;4;4;5;5;5;5;1;2;2;3;3;3;2;4;4;3
2;5;5;5;3;2;5;3;3;3;1;3;1;5;2;4;1;3;3;5;4;4;4;4;5;5;5;5;1;2;2;5;2;3;2;4;5;2
2;4;5;5;4;5;4;4;5;2;2;4;4;5;2;4;2;4;5;5;5;3;3;3;5;5;5;5;1;1;1;2;3;3;3;4;4;2
2;3;5;5;4;3;3;4;5;2;1;5;4;5;5;5;2;4;4;5;5;2;2;2;5;5;5;5;1;2;1;4;2;3;2;4;1;2
2;5;4;5;5;3;3;2;3;4;1;4;2;5;4;3;3;4;5;5;5;3;4;4;5;5;5;5;1;1;2;4;3;3;2;4;2;1
2;5;5;3;3;5;5;3;5;3;3;4;3;5;2;2;2;5;5;5;5;2;5;5;5;5;5;5;1;2;2;4;2;3;3;3;2;2
2;5;5;3;5;5;3;3;5;5;2;2;5;5;2;3;3;4;4;5;5;3;5;5;5;5;5;5;1;2;2;4;3;3;2;4;6;2
2;5;5;5;5;5;2;3;3;5;2;2;4;5;4;2;2;4;4;4;4;2;4;4;4;5;5;5;1;2;2;5;3;3;3;4;4;2
2;4;4;5;5;5;4;4;4;4;2;3;3;4;3;4;1;3;5;3;4;2;4;4;5;5;5;5;1;1;1;2;3;3;4;4;5;3
2;3;3;4;5;3;4;4;4;3;2;5;4;5;3;3;3;5;4;3;5;3;3;3;5;5;5;5;1;2;3;3;3;3;2;4;6;3
2;5;4;3;4;5;3;4;5;4;3;5;4;5;3;2;2;5;4;5;5;4;4;4;5;5;5;5;1;1;1;6;2;3;1;4;6;3
2;5;4;5;5;4;3;4;5;5;2;5;5;3;2;2;2;3;3;3;4;3;2;2;4;4;4;4;1;1;1;3;3;3;3;2;6;2
2;5;5;3;5;2;3;3;4;3;2;4;2;4;1;1;2;3;5;3;5;3;2;2;5;5;5;5;1;2;1;3;3;3;2;4;5;3
2;5;4;4;4;5;3;3;4;5;3;5;3;5;3;3;2;3;5;3;4;3;3;3;5;5;5;5;1;2;2;5;2;3;2;4;6;2
2;3;4;4;3;4;4;3;5;4;1;4;3;4;3;3;3;5;4;5;5;3;5;5;5;5;5;5;1;2;1;4;3;3;2;4;3;4
2;5;5;4;3;2;3;5;5;3;2;2;2;4;4;4;2;5;3;3;4;2;3;3;5;5;5;5;1;1;1;3;2;3;2;4;5;5
2;5;5;5;5;5;2;3;3;3;4;3;2;4;3;2;1;5;4;3;5;2;4;4;5;5;5;5;1;1;1;5;3;3;1;4;4;2
2;3;5;5;3;5;2;3;2;3;2;3;2;5;3;2;3;4;4;2;5;4;4;4;5;5;5;5;1;2;2;3;3;3;2;4;4;3
2;4;5;5;3;2;5;3;3;3;1;3;1;5;2;4;1;3;3;5;4;4;4;4;5;5;5;5;1;2;2;5;2;3;2;4;5;2
2;4;5;5;4;5;4;4;5;2;2;4;4;5;2;4;2;4;5;5;5;3;3;3;5;5;5;5;1;1;1;2;3;3;3;4;4;2
2;3;5;5;4;3;3;4;5;2;1;5;4;5;5;5;2;4;4;5;5;2;2;2;5;5;5;5;1;2;1;4;2;3;2;4;1;2
2;5;4;5;5;3;3;2;3;4;1;4;2;5;4;3;3;4;5;5;5;3;4;4;5;5;5;5;1;1;2;4;3;3;2;4;2;1
2;5;5;3;3;5;5;3;5;3;3;4;3;5;2;2;2;5;5;5;5;2;5;5;5;5;5;5;1;2;2;4;2;3;3;3;2;2
2;5;5;3;5;5;3;3;5;5;2;2;5;5;2;3;3;4;4;5;5;3;5;5;5;5;5;5;1;2;2;4;3;3;2;4;6;2
2;5;5;5;5;5;2;3;3;5;2;2;4;5;4;2;2;4;4;4;4;2;4;4;4;5;5;5;1;2;2;5;3;3;3;4;4;2
2;5;5;5;5;5;5;4;5;5;4;3;1;1;5;5;5;5;4;5;5;5;4;4;4;4;4;4;1;1;1;4;2;3;1;2;4;3
2;4;4;4;5;5;5;5;5;5;5;2;1;5;4;5;5;5;5;5;5;4;4;4;5;5;5;5;1;1;1;4;3;3;1;4;2;4
2;5;5;5;5;5;4;4;4;5;5;3;3;5;4;5;5;5;5;3;5;4;5;5;5;5;5;5;1;1;2;2;3;3;3;4;4;5
2;5;5;5;5;5;5;4;5;5;4;3;1;1;5;5;5;5;4;5;5;5;4;4;4;4;4;4;1;1;1;4;2;3;1;2;4;3
2;5;5;5;5;5;5;5;5;4;4;1;3;3;4;4;4;5;5;5;5;5;3;3;5;5;5;5;1;2;2;5;3;3;4;4;4;3
2;5;5;5;5;5;5;5;5;3;3;5;5;5;5;4;4;4;5;5;5;3;4;5;5;5;5;5;1;1;3;2;2;3;2;4;6;2
2;5;5;5;4;5;5;4;5;5;2;2;3;3;3;5;5;4;5;5;5;4;5;5;5;5;5;5;1;2;1;2;3;3;1;3;4;2
2;5;5;5;5;5;5;4;4;5;3;3;2;2;3;5;5;5;5;4;5;5;5;5;5;4;5;5;1;1;2;5;4;3;2;4;6;5
2;5;5;5;5;4;4;5;5;4;5;3;1;4;5;4;4;5;5;5;5;5;5;5;5;3;5;5;1;1;2;5;3;3;2;4;5;5
2;5;4;5;5;5;5;5;3;3;3;3;2;5;5;5;3;5;5;4;5;5;5;5;5;4;5;5;1;1;2;5;2;3;1;4;6;5
2;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;1;2;1;2;3;3;2;4;2;2
2;5;5;5;5;5;5;5;5;5;5;4;2;4;5;5;5;5;5;4;5;5;4;5;5;5;4;5;1;1;2;4;2;3;2;1;6;5
2;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;1;1;1;4;3;3;2;1;6;4
2;4;4;3;4;3;3;5;5;1;3;4;3;5;2;2;1;4;5;4;5;3;3;3;5;5;5;5;1;1;1;4;2;3;1;4;2;2
2;5;4;5;4;5;4;4;4;4;2;3;3;4;3;4;1;3;5;3;4;2;4;4;5;5;5;5;1;2;1;2;3;3;4;4;5;3
2;3;3;4;5;3;4;4;4;3;2;5;4;5;3;3;3;5;4;3;5;3;3;3;5;5;5;5;1;2;3;5;3;3;2;4;6;3
2;5;4;3;4;5;3;4;5;4;3;5;4;5;3;2;2;5;4;5;5;4;4;4;5;5;5;5;1;2;1;6;2;3;1;4;6;3
2;4;5;5;5;4;3;4;5;5;2;5;5;3;2;2;2;3;3;3;4;3;2;2;5;5;5;5;1;2;1;5;3;3;3;2;6;2
2;5;5;3;5;2;3;3;4;3;2;4;2;4;1;1;2;3;5;3;5;3;2;2;5;5;5;5;1;2;1;3;3;3;2;4;5;3
2;5;4;5;4;1;3;5;4;4;3;3;3;5;2;2;1;3;4;5;4;2;3;3;4;5;5;5;1;1;1;2;4;2;4;3;3;2
2;5;5;3;2;2;3;3;2;3;3;3;3;4;4;3;2;4;5;5;5;3;3;3;5;5;5;5;1;2;1;2;3;2;2;1;3;4
2;5;5;5;5;5;4;5;5;5;4;3;1;1;5;5;4;5;5;5;5;5;4;5;5;5;5;5;1;1;3;4;1;2;3;4;6;4
2;5;5;4;5;5;5;5;5;5;4;5;2;5;4;5;5;5;3;5;5;4;5;4;4;4;4;4;1;1;1;2;5;2;4;4;2;2
2;5;5;5;5;5;4;4;4;5;5;5;4;5;5;5;4;5;5;5;5;5;4;5;5;5;5;5;1;1;1;2;5;2;6;3;6;3
2;4;4;5;4;1;3;5;4;4;3;3;3;5;2;2;1;3;4;5;4;2;3;3;4;5;5;5;1;2;1;3;4;2;4;3;3;2
2;5;4;4;4;4;3;3;3;4;2;5;2;5;2;3;1;5;4;2;5;2;4;4;5;5;5;5;1;2;1;2;1;1;2;4;5;1
2;4;4;4;4;5;3;3;4;5;2;5;2;5;2;1;1;5;4;2;5;2;4;4;5;5;5;5;1;1;1;2;3;1;2;4;3;1
2;4;3;5;5;5;3;3;3;4;2;5;2;5;2;2;1;5;4;2;5;2;4;4;5;5;5;5;1;1;1;2;3;1;2;4;4;1
2;5;5;5;4;5;3;3;5;5;2;5;3;5;1;2;1;5;4;2;5;2;2;2;5;5;5;5;1;2;1;3;2;1;2;4;1;1
2;5;5;4;5;4;5;2;4;3;2;4;3;5;1;3;3;5;4;4;4;3;3;3;5;5;5;5;1;2;1;2;3;1;2;3;2;1
2;5;4;5;4;3;5;4;5;4;2;3;4;5;3;3;3;5;4;2;5;2;4;4;5;5;5;5;1;2;1;2;3;1;3;1;3;1
2;5;5;5;3;5;4;5;4;2;2;3;3;5;3;3;1;4;3;3;5;2;3;3;5;5;5;5;1;1;2;3;2;1;4;4;6;2
2;5;5;4;3;2;1;4;4;3;2;3;4;5;4;2;2;4;4;4;5;2;4;4;5;5;5;5;1;1;1;1;3;1;3;4;4;1
2;5;5;5;5;4;4;5;5;5;4;2;2;2;2;1;1;4;5;5;5;3;3;3;5;5;5;5;1;2;1;2;3;1;2;4;4;1
2;5;5;5;5;4;3;4;5;4;4;2;2;2;2;1;1;4;5;5;5;3;3;3;5;5;5;5;1;2;1;2;3;1;2;4;4;1
2;4;5;5;4;3;2;4;3;2;1;3;1;5;3;4;2;4;4;3;5;5;3;3;5;5;5;5;1;2;1;1;2;1;2;1;2;1
2;4;5;5;3;3;5;5;3;2;1;5;5;4;1;5;2;5;5;3;5;2;5;5;5;5;5;5;1;2;1;2;3;1;2;3;6;1
2;5;4;5;5;5;3;2;4;3;2;4;5;4;3;4;2;4;5;5;5;2;3;3;4;5;5;5;1;1;1;2;3;1;3;2;4;1
2;5;4;3;4;5;5;3;5;2;2;3;4;4;2;2;3;4;3;2;5;5;3;3;4;5;5;5;1;1;1;2;3;1;3;4;5;1
2;4;4;3;5;4;5;5;3;2;2;4;5;5;1;3;3;5;4;3;4;4;4;4;5;5;5;5;1;2;1;2;3;1;2;4;4;1
2;5;4;5;4;4;3;5;2;4;2;5;1;4;2;2;1;4;4;5;5;4;3;3;5;5;5;5;1;2;1;1;3;1;2;1;2;1
2;5;3;5;4;5;4;5;4;5;1;4;2;5;2;2;3;4;4;5;5;4;5;5;4;5;5;5;1;2;1;2;3;1;3;1;6;1
2;5;5;3;4;4;5;5;5;2;3;4;5;5;2;3;3;4;3;2;4;3;3;3;5;5;5;5;1;1;1;2;3;1;3;1;4;1
